GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,B18AA1990,B18AA2000,B18AB1990,B18AB2000,B18AC1990,B18AC2000,B18AD1990,B18AD2000,B18AE2000
"G1900110","Iowa","19","190","Benton County","011","0110",22317,25015,20,51,31,37,61,74,131
"G1900130","Iowa","19","190","Black Hawk County","013","0130",113656,113194,8514,10179,226,228,1402,2500,1911
"G1900150","Iowa","19","190","Boone County","015","0150",25003,25838,62,95,19,53,102,124,114
"G1900170","Iowa","19","190","Bremer County","017","0170",22580,22909,70,112,11,15,152,150,139
"G1900190","Iowa","19","190","Buchanan County","019","0190",20695,20757,38,57,24,45,87,120,114
"G1900210","Iowa","19","190","Buena Vista County","021","0210",19458,17962,56,72,16,27,435,2061,289
"G1900230","Iowa","19","190","Butler County","023","0230",15681,15145,4,13,12,8,34,58,81
"G1900250","Iowa","19","190","Calhoun County","025","0250",11433,10899,30,77,11,22,34,59,58
"G1900270","Iowa","19","190","Carroll County","027","0270",21325,21178,7,38,19,22,72,117,66
"G1900290","Iowa","19","190","Cass County","029","0290",15074,14513,9,31,22,18,23,72,50
"G1900310","Iowa","19","190","Cedar County","031","0310",17274,17909,16,34,17,34,74,107,103
"G1900330","Iowa","19","190","Cerro Gordo County","033","0330",45738,44711,303,373,44,79,648,743,541
"G1900350","Iowa","19","190","Cherokee County","035","0350",14000,12817,20,41,37,21,41,104,52
"G1900370","Iowa","19","190","Chickasaw County","037","0370",13264,12931,4,7,4,4,23,74,79
"G1900390","Iowa","19","190","Clarke County","039","0390",8252,8826,3,10,8,30,24,214,53
"G1900410","Iowa","19","190","Clay County","041","0410",17449,17039,8,30,31,17,97,191,95
"G1900430","Iowa","19","190","Clayton County","043","0430",18996,18478,6,26,16,41,36,56,77
"G1900450","Iowa","19","190","Clinton County","045","0450",49882,48079,732,946,125,120,301,464,540
"G1900470","Iowa","19","190","Crawford County","047","0470",16569,15773,59,129,33,47,114,862,131
"G1900490","Iowa","19","190","Dallas County","049","0490",29534,38609,63,300,42,62,116,1435,344
"G1900510","Iowa","19","190","Davis County","051","0510",8246,8400,2,15,25,18,39,39,69
"G1900530","Iowa","19","190","Decatur County","053","0530",8197,8381,35,85,16,21,90,105,97
"G1900550","Iowa","19","190","Delaware County","055","0550",17959,18271,11,13,15,18,50,47,55
"G1900570","Iowa","19","190","Des Moines County","057","0570",40809,39679,1327,1511,69,104,409,556,501
"G1900590","Iowa","19","190","Dickinson County","059","0590",14830,16244,16,29,22,34,41,47,70
"G1900610","Iowa","19","190","Dubuque County","061","0610",85367,86531,354,767,77,131,605,1037,677
"G1900630","Iowa","19","190","Emmet County","063","0630",11484,10738,19,26,12,31,54,172,60
"G1900650","Iowa","19","190","Fayette County","065","0650",21673,21505,48,116,16,29,106,188,170
"G1900670","Iowa","19","190","Floyd County","067","0670",16953,16581,8,39,13,16,84,163,101
"G1900690","Iowa","19","190","Franklin County","069","0690",11253,10160,6,9,8,25,97,453,57
"G1900710","Iowa","19","190","Fremont County","071","0710",8177,7851,4,3,9,19,36,96,41
"G1900730","Iowa","19","190","Greene County","073","0730",9994,10175,5,15,10,16,36,95,65
"G1900750","Iowa","19","190","Grundy County","075","0750",11986,12242,7,10,9,3,27,55,59
"G1900770","Iowa","19","190","Guthrie County","077","0770",10883,11195,7,14,19,6,26,69,69
"G1900790","Iowa","19","190","Hamilton County","079","0790",15902,15898,9,38,21,33,139,341,128
"G1900810","Iowa","19","190","Hancock County","081","0810",12524,11822,1,11,5,12,108,206,49
"G1900830","Iowa","19","190","Hardin County","083","0830",18844,18274,117,116,25,24,108,303,95
"G1900850","Iowa","19","190","Harrison County","085","0850",14649,15460,10,13,15,34,56,59,100
"G1900870","Iowa","19","190","Henry County","087","0870",18710,19274,211,302,44,49,261,494,217
"G1900890","Iowa","19","190","Howard County","089","0890",9768,9839,5,11,7,15,29,25,42
"G1900910","Iowa","19","190","Humboldt County","091","0910",10701,10239,9,11,15,6,31,76,49
"G1900930","Iowa","19","190","Ida County","093","0930",8331,7760,1,8,5,5,28,31,33
"G1900950","Iowa","19","190","Iowa County","095","0950",14566,15467,7,27,11,10,46,107,60
"G1900970","Iowa","19","190","Jackson County","097","0970",19867,20085,16,20,23,24,44,72,95
"G1900990","Iowa","19","190","Jasper County","099","0990",34446,36313,65,309,62,81,222,279,231
"G1901010","Iowa","19","190","Jefferson County","101","1010",16027,15537,93,104,23,27,167,366,147
"G1901030","Iowa","19","190","Johnson County","103","1030",89649,100051,1979,3223,176,313,4315,5742,1677
"G1901050","Iowa","19","190","Jones County","105","1050",19056,19549,299,361,35,64,54,90,157
"G1901070","Iowa","19","190","Keokuk County","107","1070",11565,11286,6,8,19,13,34,52,41
"G1901090","Iowa","19","190","Kossuth County","109","1090",18463,16950,8,19,7,25,113,111,58
"G1901110","Iowa","19","190","Lee County","111","1110",36990,35862,1112,1066,61,99,524,564,461
"G1901130","Iowa","19","190","Linn County","113","1130",163164,179999,3334,4919,363,418,1906,3606,2759
"G1901150","Iowa","19","190","Louisa County","115","1150",11206,11441,86,31,36,22,264,582,107
"G1901170","Iowa","19","190","Lucas County","117","1170",9004,9275,4,12,20,10,42,64,61
"G1901190","Iowa","19","190","Lyon County","119","1190",11896,11661,2,11,15,17,39,31,43
"G1901210","Iowa","19","190","Madison County","121","1210",12402,13818,5,12,37,38,39,55,96
"G1901230","Iowa","19","190","Mahaska County","123","1230",21254,21710,42,142,16,43,210,266,174
"G1901250","Iowa","19","190","Marion County","125","1250",29550,31237,104,134,42,61,305,414,206
"G1901270","Iowa","19","190","Marshall County","127","1270",37472,35551,279,365,105,136,420,2701,558
"G1901290","Iowa","19","190","Mills County","129","1290",13110,14251,22,41,28,39,42,96,120
"G1901310","Iowa","19","190","Mitchell County","131","1310",10896,10795,2,19,1,8,29,29,23
"G1901330","Iowa","19","190","Monona County","133","1330",9982,9854,5,8,26,76,21,24,58
"G1901350","Iowa","19","190","Monroe County","135","1350",8039,7888,19,16,16,29,40,42,41
"G1901370","Iowa","19","190","Montgomery County","137","1370",12038,11559,5,9,11,41,22,110,52
"G1901390","Iowa","19","190","Muscatine County","139","1390",37745,37852,208,294,90,128,1864,2877,571
"G1901410","Iowa","19","190","O'Brien County","141","1410",15343,14807,8,52,32,25,61,149,69
"G1901430","Iowa","19","190","Osceola County","143","1430",7228,6866,3,8,9,18,27,74,37
"G1901450","Iowa","19","190","Page County","145","1450",16586,16315,84,282,52,83,148,166,130
"G1901470","Iowa","19","190","Palo Alto County","147","1470",10616,10007,8,9,23,19,22,54,58
"G1901490","Iowa","19","190","Plymouth County","149","1490",23260,24393,48,72,14,36,66,195,153
"G1901510","Iowa","19","190","Pocahontas County","151","1510",9485,8531,4,21,10,15,26,42,53
"G1901530","Iowa","19","190","Polk County","153","1530",303168,330917,14799,18113,922,1001,8251,18366,6204
"G1901550","Iowa","19","190","Pottawattamie County","155","1550",81205,84181,464,671,240,325,719,1556,971
"G1901570","Iowa","19","190","Poweshiek County","157","1570",18705,18202,87,103,22,44,219,303,163
"G1901590","Iowa","19","190","Ringgold County","159","1590",5390,5418,1,6,10,12,19,10,23
"G1901610","Iowa","19","190","Sac County","161","1610",12276,11359,4,30,14,10,30,64,66
"G1901630","Iowa","19","190","Scott County","163","1630",139408,140481,7970,9689,485,500,3116,5140,2858
"G1901650","Iowa","19","190","Shelby County","165","1650",13177,12999,5,13,20,38,28,60,63
"G1901670","Iowa","19","190","Sioux County","167","1670",29608,30746,25,64,32,40,238,570,169
"G1901690","Iowa","19","190","Story County","169","1690",69143,72898,1191,1463,106,128,3812,4583,909
"G1901710","Iowa","19","190","Tama County","171","1710",16465,16362,31,46,812,1102,111,380,213
"G1901730","Iowa","19","190","Taylor County","173","1730",7070,6799,1,2,7,7,36,104,46
"G1901750","Iowa","19","190","Union County","175","1750",12650,12117,10,28,22,21,68,71,72
"G1901770","Iowa","19","190","Van Buren County","177","1770",7638,7701,10,5,8,14,20,39,50
"G1901790","Iowa","19","190","Wapello County","179","1790",35063,34709,270,337,95,102,259,619,284
"G1901810","Iowa","19","190","Warren County","181","1810",35684,39889,90,108,51,71,208,292,311
"G1901830","Iowa","19","190","Washington County","183","1830",19403,20059,90,60,16,40,103,370,141
"G1901850","Iowa","19","190","Wayne County","185","1850",7036,6648,1,4,8,8,22,27,43
"G1901870","Iowa","19","190","Webster County","187","1870",39022,37574,883,1364,113,119,324,716,462
"G1901890","Iowa","19","190","Winnebago County","189","1890",11965,11415,31,21,17,27,109,203,57
"G1901910","Iowa","19","190","Winneshiek County","191","1910",20577,20852,43,108,5,16,222,227,107
"G1901930","Iowa","19","190","Woodbury County","193","1930",92098,90875,1877,2097,1697,1753,2604,7082,2070
"G1901950","Iowa","19","190","Worth County","195","1950",7918,7780,15,22,2,7,56,45,55
"G1901970","Iowa","19","190","Wright County","197","1970",14175,13750,10,24,15,26,69,443,91
"G2000010","Kansas","20","200","Allen County","001","0010",14128,13637,270,234,100,112,140,161,241
"G2000030","Kansas","20","200","Anderson County","003","0030",7672,7900,40,26,67,60,24,47,77
"G2000050","Kansas","20","200","Atchison County","005","0050",15598,15369,957,893,84,93,293,153,266
"G2000070","Kansas","20","200","Barber County","007","0070",5791,5151,13,20,31,31,39,52,53
"G2000090","Kansas","20","200","Barton County","009","0090",28392,26225,348,323,141,145,501,1060,452
"G2000110","Kansas","20","200","Bourbon County","011","0110",14438,14466,419,474,60,129,49,106,204
"G2000130","Kansas","20","200","Brown County","013","0130",10190,9316,132,167,719,946,87,101,194
"G2000150","Kansas","20","200","Butler County","015","0150",49311,56471,367,819,459,541,443,648,1003
"G2000170","Kansas","20","200","Chase County","017","0170",2995,2936,5,31,11,17,10,21,25
"G2000190","Kansas","20","200","Chautauqua County","019","0190",4202,4090,23,13,152,156,30,20,80
"G2000210","Kansas","20","200","Cherokee County","021","0210",20442,20857,116,139,760,781,56,173,655
"G2000230","Kansas","20","200","Cheyenne County","023","0230",3224,3099,5,4,1,3,13,42,17
"G2000250","Kansas","20","200","Clark County","025","0250",2355,2289,0,6,27,27,36,47,21
"G2000270","Kansas","20","200","Clay County","027","0270",9078,8621,18,50,17,36,45,36,79
"G2000290","Kansas","20","200","Cloud County","029","0290",10917,10093,37,35,17,26,52,39,75
"G2000310","Kansas","20","200","Coffey County","031","0310",8315,8595,9,22,54,46,26,75,127
"G2000330","Kansas","20","200","Comanche County","033","0330",2291,1927,6,1,12,5,4,17,17
"G2000350","Kansas","20","200","Cowley County","035","0350",34290,32708,1060,979,714,713,851,1055,836
"G2000370","Kansas","20","200","Crawford County","037","0370",34250,35676,476,699,305,361,537,882,624
"G2000390","Kansas","20","200","Decatur County","039","0390",4001,3398,2,18,9,3,9,22,31
"G2000410","Kansas","20","200","Dickinson County","041","0410",18589,18655,123,113,65,94,181,218,264
"G2000430","Kansas","20","200","Doniphan County","043","0430",7839,7824,155,165,97,100,43,54,106
"G2000450","Kansas","20","200","Douglas County","045","0450",72885,86060,3324,4238,2161,2561,3428,4378,2725
"G2000470","Kansas","20","200","Edwards County","047","0470",3646,3191,4,11,12,17,125,203,27
"G2000490","Kansas","20","200","Elk County","049","0490",3238,3100,5,7,57,31,27,47,76
"G2000510","Kansas","20","200","Ellis County","051","0510",25635,26433,109,183,45,57,215,589,245
"G2000530","Kansas","20","200","Ellsworth County","053","0530",6347,6112,134,232,26,31,79,73,77
"G2000550","Kansas","20","200","Finney County","055","0550",26460,27982,443,508,253,389,5914,10511,1133
"G2000570","Kansas","20","200","Ford County","057","0570",22873,24295,473,527,155,204,3962,6600,832
"G2000590","Kansas","20","200","Franklin County","059","0590",21202,23556,282,299,187,232,323,272,425
"G2000610","Kansas","20","200","Geary County","061","0610",20938,17923,7198,6157,203,210,2114,2144,1513
"G2000630","Kansas","20","200","Gove County","063","0630",3219,3005,4,3,5,5,3,25,30
"G2000650","Kansas","20","200","Graham County","065","0650",3407,2796,103,95,13,10,20,21,24
"G2000670","Kansas","20","200","Grant County","067","0670",6059,6090,2,17,78,68,1020,1568,166
"G2000690","Kansas","20","200","Gray County","069","0690",5168,5450,7,11,22,27,199,330,86
"G2000710","Kansas","20","200","Greeley County","071","0710",1687,1428,11,3,2,4,74,83,16
"G2000730","Kansas","20","200","Greenwood County","073","0730",7719,7407,9,11,77,64,42,70,121
"G2000750","Kansas","20","200","Hamilton County","075","0750",2244,2180,5,13,8,13,131,419,45
"G2000770","Kansas","20","200","Harper County","077","0770",7036,6355,13,15,46,54,29,35,77
"G2000790","Kansas","20","200","Harvey County","079","0790",29300,29924,551,522,145,171,1032,1550,702
"G2000810","Kansas","20","200","Haskell County","081","0810",3413,3664,2,8,23,25,448,520,90
"G2000830","Kansas","20","200","Hodgeman County","083","0830",2137,2029,22,19,3,5,15,10,22
"G2000850","Kansas","20","200","Jackson County","085","0850",10705,11418,41,67,722,866,57,73,233
"G2000870","Kansas","20","200","Jefferson County","087","0870",15603,17818,73,69,129,170,100,110,259
"G2000890","Kansas","20","200","Jewell County","089","0890",4233,3745,0,1,12,13,6,5,27
"G2000910","Kansas","20","200","Johnson County","091","0910",338770,410990,6917,11780,1246,1481,8121,19900,6935
"G2000930","Kansas","20","200","Kearny County","093","0930",3602,3640,4,25,26,39,395,730,97
"G2000950","Kansas","20","200","Kingman County","095","0950",8213,8452,9,18,24,50,46,53,100
"G2000970","Kansas","20","200","Kiowa County","097","0970",3600,3186,7,7,17,20,36,41,24
"G2000990","Kansas","20","200","Labette County","099","0990",21956,20386,1030,1064,409,445,298,350,590
"G2001010","Kansas","20","200","Lane County","101","1010",2354,2106,1,0,5,1,15,14,34
"G2001030","Kansas","20","200","Leavenworth County","103","1030",55063,57824,7132,7160,418,510,1758,1674,1523
"G2001050","Kansas","20","200","Lincoln County","105","1050",3635,3517,1,4,11,17,6,13,27
"G2001070","Kansas","20","200","Linn County","107","1070",8151,9331,37,60,44,46,22,32,101
"G2001090","Kansas","20","200","Logan County","109","1090",3047,2946,11,18,8,5,15,28,49
"G2001110","Kansas","20","200","Lyon County","111","1110",31828,29924,731,815,215,168,1958,4253,775
"G2001150","Kansas","20","200","Marion County","115","1150",12687,12968,82,63,38,79,81,99,152
"G2001170","Kansas","20","200","Marshall County","117","1170",11632,10761,10,25,34,40,29,51,88
"G2001130","Kansas","20","200","McPherson County","113","1130",26663,28527,211,240,108,100,286,345,342
"G2001190","Kansas","20","200","Meade County","119","1190",4092,4219,0,18,11,25,144,299,70
"G2001210","Kansas","20","200","Miami County","121","1210",22635,27206,565,436,137,147,129,176,386
"G2001230","Kansas","20","200","Mitchell County","123","1230",7123,6766,44,36,18,28,18,39,63
"G2001250","Kansas","20","200","Montgomery County","125","1250",35000,31095,2437,2199,898,1157,481,589,1212
"G2001270","Kansas","20","200","Morris County","127","1270",6101,5951,20,21,31,20,46,58,54
"G2001290","Kansas","20","200","Morton County","129","1290",3297,3090,3,7,31,40,149,300,59
"G2001310","Kansas","20","200","Nemaha County","131","1310",10378,10540,37,53,13,25,18,35,64
"G2001330","Kansas","20","200","Neosho County","133","1330",16544,16130,190,148,134,166,167,237,316
"G2001350","Kansas","20","200","Ness County","135","1350",4016,3393,0,2,4,8,13,20,31
"G2001370","Kansas","20","200","Norton County","137","1370",5724,5557,135,241,16,26,72,87,42
"G2001390","Kansas","20","200","Osage County","139","1390",15035,16256,34,36,107,109,72,114,197
"G2001410","Kansas","20","200","Osborne County","141","1410",4835,4390,4,3,20,10,8,13,36
"G2001430","Kansas","20","200","Ottawa County","143","1430",5599,6011,4,33,16,23,15,29,67
"G2001450","Kansas","20","200","Pawnee County","145","1450",7079,6579,239,362,27,69,210,129,94
"G2001470","Kansas","20","200","Phillips County","147","1470",6524,5896,16,15,12,18,38,29,43
"G2001490","Kansas","20","200","Pottawatomie County","149","1490",15799,17539,93,121,115,107,121,169,273
"G2001510","Kansas","20","200","Pratt County","151","1510",9358,9192,116,95,64,34,164,223,103
"G2001530","Kansas","20","200","Rawlins County","153","1530",3382,2922,3,9,7,9,12,5,21
"G2001550","Kansas","20","200","Reno County","155","1550",58612,59320,1712,1865,359,379,1706,2054,1172
"G2001570","Kansas","20","200","Republic County","157","1570",6452,5751,3,15,12,12,15,30,27
"G2001590","Kansas","20","200","Rice County","159","1590",10222,10188,117,124,53,61,218,238,150
"G2001610","Kansas","20","200","Riley County","161","1610",55866,53281,6807,4325,482,395,3984,3313,1529
"G2001630","Kansas","20","200","Rooks County","163","1630",5974,5522,35,64,12,24,18,33,42
"G2001650","Kansas","20","200","Rush County","165","1650",3814,3496,0,11,5,15,23,10,19
"G2001670","Kansas","20","200","Russell County","167","1670",7734,7192,43,37,35,41,23,45,55
"G2001690","Kansas","20","200","Saline County","169","1690",46272,47794,1515,1660,239,279,1275,2718,1146
"G2001710","Kansas","20","200","Scott County","171","1710",5144,4888,5,5,9,28,131,147,52
"G2001730","Kansas","20","200","Sedgwick County","173","1730",345173,359489,36061,41367,4556,5041,17872,34269,12703
"G2001750","Kansas","20","200","Seward County","175","1750",14495,14730,1108,852,143,174,2997,6017,737
"G2001770","Kansas","20","200","Shawnee County","177","1770",141189,140811,13365,15337,1836,1980,4586,7117,4626
"G2001790","Kansas","20","200","Sheridan County","179","1790",3019,2775,0,4,8,2,16,16,16
"G2001810","Kansas","20","200","Sherman County","181","1810",6569,6343,17,24,8,22,332,304,67
"G2001830","Kansas","20","200","Smith County","183","1830",5063,4481,4,5,7,11,4,17,22
"G2001850","Kansas","20","200","Stafford County","185","1850",5271,4548,10,7,26,18,58,148,68
"G2001870","Kansas","20","200","Stanton County","187","1870",2015,2031,2,15,17,29,299,305,26
"G2001890","Kansas","20","200","Stevens County","189","1890",4552,4535,26,51,42,51,428,738,88
"G2001910","Kansas","20","200","Sumner County","191","1910",24869,24551,140,183,288,273,544,405,534
"G2001930","Kansas","20","200","Thomas County","193","1930",8109,7946,29,35,17,27,103,102,70
"G2001950","Kansas","20","200","Trego County","195","1950",3668,3245,2,6,6,13,18,23,32
"G2001970","Kansas","20","200","Wabaunsee County","197","1970",6493,6695,41,32,24,34,45,55,69
"G2001990","Kansas","20","200","Wallace County","199","1990",1785,1655,6,11,5,14,25,47,22
"G2002010","Kansas","20","200","Washington County","201","2010",7050,6412,4,7,7,22,12,9,33
"G2002030","Kansas","20","200","Wichita County","203","2030",2455,2183,1,2,9,18,293,268,60
"G2002050","Kansas","20","200","Wilson County","205","2050",10150,9999,20,38,70,91,49,81,123
"G2002070","Kansas","20","200","Woodson County","207","2070",4059,3673,15,31,30,33,12,11,40
"G2002090","Kansas","20","200","Wyandotte County","209","2090",108728,91856,44469,44724,1110,1175,7686,15525,4602
"G2100010","Kentucky","21","210","Adair County","001","0010",14853,16555,459,440,15,38,33,80,131
"G2100030","Kentucky","21","210","Allen County","003","0030",14433,17376,165,191,17,29,13,87,117
"G2100050","Kentucky","21","210","Anderson County","005","0050",14089,18448,432,449,4,23,46,57,134
"G2100070","Kentucky","21","210","Ballard County","007","0070",7638,7898,240,238,14,7,10,24,119
"G2100090","Kentucky","21","210","Barren County","009","0090",32208,35864,1680,1556,33,56,80,310,247
"G2100110","Kentucky","21","210","Bath County","011","0110",9393,10738,277,205,8,23,14,46,73
"G2100130","Kentucky","21","210","Bell County","013","0130",30570,28864,804,720,39,75,93,150,251
"G2100150","Kentucky","21","210","Boone County","015","0150",56716,81822,361,1306,88,200,424,1778,885
"G2100170","Kentucky","21","210","Bourbon County","017","0170",17504,17497,1662,1343,20,29,50,293,198
"G2100190","Kentucky","21","210","Boyd County","019","0190",49851,47747,1040,1267,66,80,193,222,436
"G2100210","Kentucky","21","210","Boyle County","021","0210",23084,24311,2444,2680,15,52,98,343,311
"G2100230","Kentucky","21","210","Bracken County","023","0230",7710,8153,47,51,8,21,1,25,29
"G2100250","Kentucky","21","210","Breathitt County","025","0250",15637,15889,33,63,12,15,21,64,69
"G2100270","Kentucky","21","210","Breckinridge County","027","0270",15672,17872,584,534,29,42,27,33,167
"G2100290","Kentucky","21","210","Bullitt County","029","0290",47152,60052,206,233,84,206,125,275,470
"G2100310","Kentucky","21","210","Butler County","031","0310",11156,12734,55,68,18,28,16,100,80
"G2100330","Kentucky","21","210","Caldwell County","033","0330",12416,12262,771,628,34,19,11,73,78
"G2100350","Kentucky","21","210","Calloway County","035","0350",29558,31950,961,1218,30,67,186,623,319
"G2100370","Kentucky","21","210","Campbell County","037","0370",82582,85636,851,1394,104,152,329,760,674
"G2100390","Kentucky","21","210","Carlisle County","039","0390",5164,5232,55,51,12,22,7,16,30
"G2100410","Kentucky","21","210","Carroll County","041","0410",9057,9663,199,197,17,23,19,166,106
"G2100430","Kentucky","21","210","Carter County","043","0430",24270,26625,20,35,24,67,26,52,110
"G2100450","Kentucky","21","210","Casey County","045","0450",14105,15184,37,51,26,44,43,66,102
"G2100470","Kentucky","21","210","Christian County","047","0470",49465,50529,16929,17148,294,376,2253,2501,1711
"G2100490","Kentucky","21","210","Clark County","049","0490",27740,31023,1615,1582,74,58,67,245,236
"G2100510","Kentucky","21","210","Clay County","051","0510",21329,23063,335,1178,34,51,48,89,175
"G2100530","Kentucky","21","210","Clinton County","053","0530",9118,9546,6,10,3,24,8,23,31
"G2100550","Kentucky","21","210","Crittenden County","055","0550",9097,9219,78,61,13,14,8,21,69
"G2100570","Kentucky","21","210","Cumberland County","057","0570",6460,6810,307,244,12,10,5,18,65
"G2100590","Kentucky","21","210","Daviess County","059","0590",83168,85772,3619,3982,101,120,301,815,856
"G2100610","Kentucky","21","210","Edmonson County","061","0610",10165,11457,169,67,14,51,9,15,54
"G2100630","Kentucky","21","210","Elliott County","063","0630",6451,6683,1,2,3,5,0,2,56
"G2100650","Kentucky","21","210","Estill County","065","0650",14593,15165,8,17,7,36,6,14,75
"G2100670","Kentucky","21","210","Fayette County","067","0670",190448,211120,30143,35116,351,507,4424,9655,4114
"G2100690","Kentucky","21","210","Fleming County","069","0690",12060,13424,216,195,4,19,12,62,92
"G2100710","Kentucky","21","210","Floyd County","071","0710",43155,41478,306,546,32,49,93,188,180
"G2100730","Kentucky","21","210","Franklin County","073","0730",40130,41953,3304,4463,67,63,280,618,590
"G2100750","Kentucky","21","210","Fulton County","075","0750",6700,5823,1537,1798,12,9,22,49,73
"G2100770","Kentucky","21","210","Gallatin County","077","0770",5281,7612,93,125,5,14,14,37,82
"G2100790","Kentucky","21","210","Garrard County","079","0790",11099,14163,453,453,15,19,12,70,87
"G2100810","Kentucky","21","210","Grant County","081","0810",15670,22006,27,57,13,51,27,150,120
"G2100830","Kentucky","21","210","Graves County","083","0830",31937,34335,1519,1645,36,75,58,561,412
"G2100850","Kentucky","21","210","Grayson County","085","0850",20900,23634,71,120,35,40,44,89,170
"G2100870","Kentucky","21","210","Green County","087","0870",9988,11079,349,301,11,12,23,51,75
"G2100890","Kentucky","21","210","Greenup County","089","0890",36416,36179,147,212,40,69,139,195,236
"G2100910","Kentucky","21","210","Hancock County","091","0910",7732,8222,94,71,14,24,24,28,47
"G2100930","Kentucky","21","210","Hardin County","093","0930",75918,77217,9914,11178,360,392,3048,3172,2215
"G2100950","Kentucky","21","210","Harlan County","095","0950",35259,31728,1212,869,34,159,69,129,317
"G2100970","Kentucky","21","210","Harrison County","097","0970",15709,17200,479,454,24,50,36,140,139
"G2100990","Kentucky","21","210","Hart County","099","0990",13781,16150,1067,1081,22,38,20,56,120
"G2101010","Kentucky","21","210","Henderson County","101","1010",39754,40866,3051,3181,72,70,167,328,384
"G2101030","Kentucky","21","210","Henry County","103","1030",12255,14152,538,497,15,36,15,245,130
"G2101050","Kentucky","21","210","Hickman County","105","1050",5051,4649,503,521,5,15,7,12,65
"G2101070","Kentucky","21","210","Hopkins County","107","1070",42847,42808,3057,2887,53,89,169,336,399
"G2101090","Kentucky","21","210","Jackson County","109","1090",11935,13383,2,7,13,26,5,9,70
"G2101110","Kentucky","21","210","Jefferson County","111","1110",544365,536721,113435,130928,1048,1523,6089,14590,9842
"G2101130","Kentucky","21","210","Jessamine County","113","1130",29274,36871,988,1222,67,80,179,421,447
"G2101150","Kentucky","21","210","Johnson County","115","1150",23113,23126,33,59,20,30,82,94,136
"G2101170","Kentucky","21","210","Kenton County","117","1170",136849,142357,4158,5810,180,224,844,1551,1522
"G2101190","Kentucky","21","210","Knott County","119","1190",17759,17344,113,129,10,19,24,51,106
"G2101210","Kentucky","21","210","Knox County","121","1210",29267,31108,291,262,71,80,47,84,261
"G2101230","Kentucky","21","210","Larue County","123","1230",11150,12657,489,473,26,26,14,70,147
"G2101250","Kentucky","21","210","Laurel County","125","1250",42969,51484,245,331,127,193,97,231,476
"G2101270","Kentucky","21","210","Lawrence County","127","1270",13926,15403,22,15,23,44,27,20,87
"G2101290","Kentucky","21","210","Lee County","129","1290",7389,7528,26,300,7,22,0,14,52
"G2101310","Kentucky","21","210","Leslie County","131","1310",13611,12296,12,9,9,11,10,23,62
"G2101330","Kentucky","21","210","Letcher County","133","1330",26737,24952,190,129,38,25,35,82,89
"G2101350","Kentucky","21","210","Lewis County","135","1350",12976,13940,27,29,22,30,4,16,77
"G2101370","Kentucky","21","210","Lincoln County","137","1370",19345,22454,621,592,50,34,29,112,169
"G2101390","Kentucky","21","210","Livingston County","139","1390",9023,9656,14,14,17,41,8,31,62
"G2101410","Kentucky","21","210","Logan County","141","1410",22234,24101,2085,2025,56,55,41,136,256
"G2101430","Kentucky","21","210","Lyon County","143","1430",6153,7422,433,543,22,24,16,47,44
"G2101510","Kentucky","21","210","Madison County","151","1510",54101,65918,2920,3150,82,196,405,765,843
"G2101530","Kentucky","21","210","Magoffin County","153","1530",13049,13238,4,20,18,26,6,12,36
"G2101550","Kentucky","21","210","Marion County","155","1550",14986,16240,1471,1661,18,17,24,144,150
"G2101570","Kentucky","21","210","Marshall County","157","1570",27085,29694,10,37,50,51,60,114,229
"G2101590","Kentucky","21","210","Martin County","159","1590",12499,12484,8,4,9,7,10,18,65
"G2101610","Kentucky","21","210","Mason County","161","1610",15356,15268,1267,1203,11,25,32,161,143
"G2101450","Kentucky","21","210","McCracken County","145","1450",56194,56841,6320,7128,96,142,269,631,772
"G2101470","Kentucky","21","210","McCreary County","147","1470",15416,16737,124,108,59,72,4,38,125
"G2101490","Kentucky","21","210","McLean County","149","1490",9571,9797,46,36,8,16,3,36,53
"G2101630","Kentucky","21","210","Meade County","163","1630",21154,24339,2382,1088,85,156,549,390,376
"G2101650","Kentucky","21","210","Menifee County","165","1650",4987,6401,87,90,5,8,13,12,45
"G2101670","Kentucky","21","210","Mercer County","167","1670",18217,19568,817,769,21,44,93,236,200
"G2101690","Kentucky","21","210","Metcalfe County","169","1690",8708,9762,223,165,16,25,16,20,65
"G2101710","Kentucky","21","210","Monroe County","171","1710",11025,11235,350,324,8,15,18,113,69
"G2101730","Kentucky","21","210","Montgomery County","173","1730",18686,21442,816,784,21,34,38,109,185
"G2101750","Kentucky","21","210","Morgan County","175","1750",11533,13193,100,611,9,21,6,33,90
"G2101770","Kentucky","21","210","Muhlenberg County","177","1770",29928,29989,1287,1480,40,40,63,102,228
"G2101790","Kentucky","21","210","Nelson County","179","1790",27781,34792,1811,2064,22,48,96,338,235
"G2101810","Kentucky","21","210","Nicholas County","181","1810",6610,6698,88,57,6,17,21,24,17
"G2101830","Kentucky","21","210","Ohio County","183","1830",20849,22391,179,171,40,43,37,157,154
"G2101850","Kentucky","21","210","Oldham County","185","1850",31818,43230,1197,1943,76,98,172,461,446
"G2101870","Kentucky","21","210","Owen County","187","1870",8853,10234,158,119,14,29,10,75,90
"G2101890","Kentucky","21","210","Owsley County","189","1890",5017,4820,14,5,4,3,1,4,26
"G2101910","Kentucky","21","210","Pendleton County","191","1910",11955,14159,43,71,23,28,15,68,64
